url,nama_resto,alamat,user,rating,review
https://pergikuliner.com/restaurants/bandung/yagami-ramen-house-dago-atas,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",No Badge,3.4,"Kesini pas H+1 lebaran eh tutup yaudah nunggu deh sampai H+3 ternyata buka
Dari luar tempatnya kecil, pas masuk kedalam ternyata besar. Kece tempatnya wibu banget wkkwkwwk
Yaudah langsung meseb aja
Aku mesen
Tomyum stamina ramen, ice tea, dan okonomiyaki cheese
Makanannya dtg cukup lama :"")
Menurut aku ramennya yaaa biasa aja, sesuai harga sih.di yagami aku sukanya kuah tomyum. Soalnya seger karna ada rasa asam nya. Tp kalau kuah miso atau yg lain enfah kenaoa ga cocok dilidah aku :"")
Untuk okonomiyaki
Heran sih:"") harganya lumayan mahal, tapi ternyata okono kan dasarnya dominan kol nih, tapi disini kolnya sedikit bgt malah banyak nya wortel:') mana belom mateng adonannya masih basah gitu :'v
Yaudah mungkin aku harua coba kesini lagi.... Semoga aja dilain hari aku puas dengan semuanya"
https://pergikuliner.com/restaurants/bandung/yagami-ramen-house-dago-atas,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",D L,4,"Udah malem lelah, akhirnya liat2 di perkul ada ramen deket n murah, nyobain deh.
Pesen Shio Tori Paitan Ramen n tambahan toping chicken katsu.
Untuk ramen2an harga 30an sih cukup lumayan ya rasanya, cuma rada kematengan mienya. Kuahnya cukup ok juga. Dikasi sambel n sok ide, cemplungin semua, ternyata pedes banget
Chicken katsunya kurus bangeett.. tipisss... dikit.. maklum lah ya, cuma 7rb, rasanya sih biasa banget, cuma buat ramein isi ramennya doank.
Lemonadenya juga cukup ok, seger, ga tll manis, ga tawar, cukup berasa.
Tempatnya lucu sih banyak gambar2 naruto, cuma panas, ga berasa ACnya. Yaahh boleh lah buat yg lg kepengen ramen tapi budget terbatas :)"
https://pergikuliner.com/restaurants/bandung/yagami-ramen-house-dago-atas,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",Jihan Rahayu Putri,3.6,"Makan malam kali ini makan ramen aja deh kebetulan deket kosan dan harganya emg murah kaaan. Kali ini cobain pesen echa ramen + tambahan nori. Echa ramen mya sendiri itu pake kuah miso dan chilli oil jd pedes yaaa dan topping nya sih cuma telor wortel dan jamur. Kuahnya sendiri enak sih buat saya cukup keluar cita rasa nya dan pedasnya paaas deh sayang mie nya kematengan niiih, untuk tambahan norinya juga cukup banyak, overall worth it sih rasa dengan harganya."
https://pergikuliner.com/restaurants/bandung/yagami-ramen-house-dago-atas,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",Fadhlur Rohman,3.4,"Kafe ini berada di sebelah Salon Memori Simpang Dago. Tempatnya menggabungkan konsep antara nuansa Jepang tradisional dengan Jepang kontemporer. Tempatnya cukup nyaman, baik untuk makan sendirian maupun untuk nongkrong bersama teman. Sayangnya kurang cocok untuk dijadikan sebagai tempat belajar maupun nugas karena tempatnya yang sedikit berisik dan hanya buka hingga pukul 10 malam.
- Spicy Tofu (13K)
Kali ini saya bersama teman-teman hanya memesan menu light-snack nya saja. Porsi Spicy Tofu nya lumayan banyak, cocok untuk sharing. Citarasa tahu nya juga lumayan OK, bagian luar nya sangat krispi dan bagian dalam nya juga matang sempurna. Citarasa tahu cendrung asin berkat garam halus dan micin. Klaim pedas nya berasal dari potongan rawit segar yang disajikan terpisah.
- Crispy Mushroom Mayo (15K)
Menu ini juga cocok untuk sharing bersama teman. Menu ini berupa jamur yang dibalut tepung lalu digoreng krispi, mungkin bisa dikatakan Mushroom-Pop-Corn. Bagian luarnya sangat krispi dan bagian dalam nya sangat lembut. Potongan jamur nya juga besar, tidak kebanyakan tepung. Menu ini disantap dengan saus cabai dan saus mushroom yang disajikan terpisah."
https://pergikuliner.com/restaurants/bandung/yagami-ramen-house-dago-atas,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",Nabila,4.4,"Balik lagi dah kesini, penasaran sama okonomiyaki. Ituloh bala bala khas jepang! Okonomiyaki disini enak! Cheesenya kerasa banget melting di lidah! Harganya juga nggak nyampe 30rb kok. Worth to try!
Selain itu tempatnya cozy banget bikin betah."
https://pergikuliner.com/restaurants/bandung/yagami-ramen-house-dago-atas,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",No Badge,4.2,"Tempatnya samping mcd simpang dago ,parkirannya lumayan luas...
Yaaap langung aja reviewnya
Rasanya enak gurih dan kuahnya kerasa banget saya disini pesan oni tori ramen yaitu perpaduan rasa pedas dan sedikit creamy kaya ada rasa ebi nya gitu,mienya besar dan kenyal.. Saya pake topping chicken katsu enak kerasa banget bumbunya meresap.. Dan minuman yg saya pesan es lemon tea dan milo godzila ,lemon tea nya kerasa segar pas pokonya, untuk milo godzila di kasih ice cream atasnya enak deh pokonya"
https://pergikuliner.com/restaurants/bandung/yagami-ramen-house-dago-atas,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",Nabila,4.2,"Yeap tempatnya cozy banget, ig able dan bikin betah! Makanannya juga oke, pas di lidah dan di kantong! Nahh jangan lupa kalo kesini cobain special drinknya, yummy banget!"
https://pergikuliner.com/restaurants/bandung/yagami-ramen-house-dago-atas,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",No Badge,4,Konichiwaaaaaaaa.... mana nih penggemar negara sakura? Yang pencinta ramen bisa mampir yu ke Yagami Ramen House. Harganyaa murah bangett tapi soal rasa dijamin ga murahan!!! Rasanyaa dijamin enak bgt dehh!! Kalo lgi boke dn mw makan enak? Yuu ke sini aja ada di Jalan Ir H. Juanda no 185 Dago atas
https://pergikuliner.com/restaurants/bandung/yagami-ramen-house-dago-atas,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",Gregorius Bayu Aji Wibisono,4,"Malam minggu ini aku diajak oleh teman - temanku mengunjungi ini, kedai ramen Yagami, yang berada di dekat dengan Simpang Dago. Dekat sekali...
Tempatnya agak kecil, tapi menurutku enak - enak saja sih. Selama 3 jam kami hanya bermain game dan kami merasa begitu nyaman dengan itu. Makanannya standar.. Standar jepang maksudnya hehe... Sangat enak..
Overall, sebagai tempat ramen (agak) murah sepertinya tempat ini juga cukup layak untuk direkomendasikan. Selamat mencoba!"
https://pergikuliner.com/restaurants/bandung/yagami-ramen-house-dago-atas,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",No Badge,4,"Lagi pengen makan di daerah dago nemu deh tempat makan namanya Yagami Ramen House , kesini sekitar jam 11 siang dan menjadi pelanggan pertama haha ternyata di dalam nya nyatu sama miru miru delight lalu saya memilih duduk di area miru miru nya karena terlihat sangat nyaman.
Mesen chicken katsu donburi, awalnya sih pengen makan ramen cuman dari pagi blm makan nasi jadi milih menu ini deh,.
Rasanya enak sekali , katsu nya banyak. Didalam menu itu terdapat chicken katsu, telur,dan sayuran"
https://www.tripadvisor.co.id/ShowUserReviews-g297704-d4591187-r643471244-Yagami_Ramen_House-Bandung_West_Java_Java.html,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",AsepAriansyahA,5,"Kemarin nyoba makan ramen di yagami dago sama keluarga,ternyata tomyam ramen nya juara loh. Ada suki & grill juga di menu nya,ternyata menu nya variatif,didepan ramen juga ada kopikat sama dimsum. Pelayanan nya pun ramah,ada mushala juga. Overall recomended place for lunch / dinner."
https://www.tripadvisor.co.id/ShowUserReviews-g297704-d4591187-r643471244-Yagami_Ramen_House-Bandung_West_Java_Java.html,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",Kurniawan N,4,"Ramennya enak, ada sekian banyak pilihan ramen dengan topping dan kuah yang berbeda-beda namun sama lezatnya hmm.....
Selain ramen dapat pula dinikmati okonomiyaki dengan berbagai pilihan topping dan isian. Ada tuna, cumi, keju, ataupun mozzarella.
Tempatnya bersih dan nyaman, dilengkapi komik yang bisa dipinjam selama disitu untuk mengisi waktu, unik bukan? Lokasinya juga strategis, berada di area simpang dago yang ramai.
Kekurangnnya mungkin hanyalah parkiran yang sempit, apalagi kalau buat mobil."
https://www.tripadvisor.co.id/ShowUserReviews-g297704-d4591187-r643471244-Yagami_Ramen_House-Bandung_West_Java_Java.html,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",Stiaya,4,Mampir ke Bandung.. nyari-nyari ramen.. yang katanya lagi kekinian.. harganya worth it sesuai dengan rasanya. kalo ke Bandung lagi pasti mampir lagi..
https://www.tripadvisor.co.id/ShowUserReviews-g297704-d4591187-r643471244-Yagami_Ramen_House-Bandung_West_Java_Java.html,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",Sarah F,4,"Cobain tom yum ramen nya enak banget, pilihan mie nya yg tipis , kuah nya seger, dessert nya pas banget buat cuci mulut, enak enak
yang ga enak cari parkirnya"
https://www.tripadvisor.co.id/ShowUserReviews-g297704-d4591187-r643471244-Yagami_Ramen_House-Bandung_West_Java_Java.html,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",SarahGartikaGunari,5,"Sabtu kemarin saya mampir ke Yagami Ramen House (Namanya sekarang udah ganti lohhh) hihi , konsepnya bikin betah deehhh duduk manis disana. Disediain komik juga loh disini, sambil nunggu pesanan sambil baca komik *jadinya ga bete* :D (padahal makanan yg aku pesen datengnya juga ga lama lama banget kok) cuma ya jadi asik baca komik aja gituu sambil makan ramen. Salah satu menu favorite yang wajib kalian coba di tempat ini tuh yaitu ""Spicy Tofu"" Tahu yg dibalut sama tepung terus dikasih irisan cabe rawit & bawah putih di atasnya *sedeeeepp* oiyaaa disini tuh disediakan berbagai makanan khas jepang, mulai dari Ramen , Gohan (Nasi), Snack, Okonomiyaki, Takoyaki, sama ada Dessert Juga lohhh. lengkap deh pokoknya. Harga jualnya juga bersaing ga bikin kantong jebol. Ini bisa jadi salah satu pilihan Tempat makan yg wajib kalian kunjungi kalau dateng ke bandung"
https://www.tripadvisor.co.id/ShowUserReviews-g297704-d4591187-r643471244-Yagami_Ramen_House-Bandung_West_Java_Java.html,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",Ima N,4,"Salah satu kedai ramen favorit, letaknya strategis disebelah McD Simpang Dago. Selain ramen, juga ada okonomiyaki dan dessert seperti toast box. Harganya pun terjangkau dengan kantong mahasiswa."
https://www.tripadvisor.co.id/ShowUserReviews-g297704-d4591187-r643471244-Yagami_Ramen_House-Bandung_West_Java_Java.html,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",kori_djochan,3,"Lokasi di simpang Dago, tempatnya asik untuk nongkrong.Beragam rasa ramen ditawarkan, dengan harga yg sangat terjangkau, desert nya jg enak.Untuk yg mencari ramen murah meriah dengan rasa lumayan enak, mungkin bisa jd pilihan."
https://www.tripadvisor.co.id/ShowUserReviews-g297704-d4591187-r643471244-Yagami_Ramen_House-Bandung_West_Java_Java.html,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",eckosz,4,"Udara dingin bandung enak dinikmati dengan sajian ramen, mungkin karen kondisi di pusat kota yang tidak memungkinkan untuk outdoor sehingga penyajiannya sama seperti restoran lainnya. Cukup enak dan memberi penglaman baru"
https://www.tripadvisor.co.id/ShowUserReviews-g297704-d4591187-r643471244-Yagami_Ramen_House-Bandung_West_Java_Java.html,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",277saritrip,4,"Letaknya yg strategis membuat tempat ini mudah dikunjungi dan tidak sepi pengunjung. Berada di jln Juanda,dago,Bandung dpt dijangkau dgn kendaraan umum atau pribadi. Ada beberapa menu yg ditawarkan salah satunya ramen dgn cita rasa tom yum...hmmm bagi anda yg baru pertamakali menikmati ramen ini salah satu yg direkomaendasikan karena rasa ikannya tidak begitu kental. O ya harganya juga terjangkau cocok utk para mahasiswa dan pelajar yg menjadi salah satu konsumen tetap ramen house ini."
https://www.tripadvisor.co.id/ShowUserReviews-g297704-d4591187-r643471244-Yagami_Ramen_House-Bandung_West_Java_Java.html,Yagami Ramen House,"Jl. Ir. H. Juanda No. 185, Dago Atas, Bandung",AleRidhovski,5,"Rasa mie adalah sempurna, dan rasa makanan penutup yang sempurna juga. Tempat ini sangat bersih dan luar biasa nyaman. Mereka memiliki akses WiFi di dalam kamar"
https://pergikuliner.com/restaurants/bandung/sai-ramen-trunojoyo,Sai Ramen,"Jl. Trunojoyo No. 58, Trunojoyo, Bandung",Inas,4.8,"Ke sini gara-gara viral karena katanya ramen di sini resep asli dari Jepang, setiap masakan di awasin sama ownernya supaya rasanya otentik seperti ramen di Jepang.
Pas datang ke tempat, kebetulan lagi ada ownernya dan beneran orang Jepang.
Tempatnya menurutku lumayan nyaman. Sebelum pesan, kita bis lihat menu + harganya di dekat kasir. Abis gitu, pesennya pakai mesin ticketing yang touchscreen. Bayarnya langsung ke mbak yang nunggu di deket mesin tiket. Kalau kita kebingungan juga bakal dibantuin sama mbaknya.
Pelayanannya bagus. Ownernya ramah banget, sampai ikut nyambut pembeli dan ikut berishin piring bekas makan.
Oh iya, menu yang aku pesan saat itu black garlic (kanan bawah). Dua temenku pesen Original (kanan dan kiri atas), satu lagi pesan Curry (kiri bawah). Kalian bisa pesan menu selain ramen ya kalau mau. Ada semacam chicken wings dan dimsum gitu. Minumnya free refill ocha.
Aku suka sama ramennya. Kalau yang aku pesan, Black Garlic, agak pahit dan kerasa bawang putih yang digoreng. Masih cocok buat lidahku dan segar. Semangkuk dapat mie, telur setengah matang, daging ayam, sama jamur kuping. Kalian bisa tambahin bubuk cabe dan garlic cincang.
Hati-hati saat nambahin bumbu. Salah satu temanku ada yang ngga bisa ngehabisin ramennya (dia baru makan 3-5 suapan) entah karena nambahin bumbu kebanyakan atau memang kurang cocok aja sama masakan ini. But, kedua temenku yang lain cocok-cocok aja sampai habis.
Ini aku dan teman-teman minta foto bareng owner Sai Ramen dan bener-bener humble banget.
Overall, tempat ini cocok untuk nambah pengalaman kuliner khususnya kuliner Jepang."
https://pergikuliner.com/restaurants/bandung/sai-ramen-trunojoyo,Sai Ramen,"Jl. Trunojoyo No. 58, Trunojoyo, Bandung",Fatirrahmah Nandika,3.6,"Jadi penasaran banget sama ramen ini, mana setelah isoman 30 hari udh ngidam banget ramen. Akhirnya setelah dinyatakan negatif aku langsung pergi ke sai ramen ini. Untuk menu yg aku pesan adalah chiken gyoza dan miso ramen special. Jadi untuk menunya masih sederhana jd gampang milihnya (aku kalo milih menu lama). Untuk minum belum ada menunya, jd karena baru buka juga dapet ocha gratis deh.
Oke untuk rasanya, menurut aku kuah miso ini enak kental tapi terlalu asin, jadi untuk percobaan pertama enak tp untuk makan selanjutnya jadi keasinan. Untuk chicken gyozanya enaak. Dan ochanya cukup bikin adem. Untuk kamu yg suka spicy disini nyediain chili oil ataupun flake chili alias bubuk cabe jd bisa tambah sesuai selera kalian.
Oh iya untuk sistem pemesanannya jd kita antri untuk order di mesin gt, tenang ada mba mbanya yg ngarahin cara ordernya.
Suasananya so japan, hanya saja karena temoatnya ga terlalu besar jd yg barnya penuh. Lagu lagunya jepang aku yg wibu suka apalagi lagi muter lagu anime hahaha.
So kalian yg pecinta ramen cocok ko kalo mau coba, cuma ya aku ga terlalu suka asin banget jd ngerasa terlalu asin. Tp untuk bumbu dan rasa enak koo."
https://pergikuliner.com/restaurants/bandung/sai-ramen-trunojoyo,Sai Ramen,"Jl. Trunojoyo No. 58, Trunojoyo, Bandung",Samuel,3.6,"pas tau sai ramen ada buka di bandung, ga mikir panjang.. lagi bm juga kn makan rame, pas dateng suka banget liat tempatnya, vibesnya ala2 di jebang, makan ramen di ramen bar gitu kann serasa dedauanan sekura gugur di dekatku, elah lebay, pokoknya suasananya jepang bgt!! dekorasinya juga cucokk, halal pulak, buat kalian yg mau ramen tapi gamau kena bebong ini pas sehh..
next kita bahas primadonanya si ramen itu sendiri, tadi gw pesen katsu ramen yg ori, kuahnya gurih cuy, mayan thick uga, minya springy gtu.. sukak deh, gyozanya just fine for me.. tapi gw bakal balik lagi si..
pesennya juga keren pake pencet2 gitu di layar gw kn nora ya.. keren dah pkknya
buat kalian yang di bandung haroos bgt kesini
mereka buka dari jam 10 pagi smp 8 malem, ada di trunojoyo no. 58 bandung cuss my friend.."
https://pergikuliner.com/restaurants/bandung/sai-ramen-trunojoyo,Sai Ramen,"Jl. Trunojoyo No. 58, Trunojoyo, Bandung",Joshua Theo,4.2,"Sai Ramen ini berlokasi di Trunojoyo, dari Cups/Buih agak jalan lagi kalau dari arah Riju. Dari luar emang keliatannya cuman ramen bar doang tapi ini extend ke dalam, obviously lebih panjang dari yg di Alsut. Dan sekarang pesennya via touch panel di tengah bar, bisa pake QR payment. Untuk suasananya sendiri ya ramen bar sih, unik dan semi self-service gitu, ga cozy amat buat lama-lamaan. Togarashi, shoyu ada di atas meja tinggal ambil, dan bahkan ada minyak ikan.
Ramen datang dalam porsi yang cukup banyak, cukup lah buat porsinya (FYI, Special sama Biasa bedanya cuman ada telor dan dagingnya lebih banyak). Untuk supnya gue akui, strong tapi ga strong banget. Lovely! Chicken chasunya pun ada rasa-rasa burnt-nya, properly grilled.
Untuk harga, ini sih kemurahan. Untuk ramen dibawah 50 ribu, rasanya bisa menyamai ramen dengan harga 60 ribuan keatas. Bravo!"
https://pergikuliner.com/restaurants/bandung/sai-ramen-trunojoyo,Sai Ramen,"Jl. Trunojoyo No. 58, Trunojoyo, Bandung",Tiara Aulia,3.8,"Wah ada tempat ramen baru di Bandung. Ini menurutku tempat ramen yang unik karena temanya ramen bar, di Indonesia berasa ga pernah liat. Ramennya enak, kuahnya menurutku lumayan rich dibandingkan kedai ramen lain yg pernah aku kunjungi, mienya agak keras di beberapa bagian tapi masih enak. Chasiu ayamnya sayang bgt ditorch-nya terlalu lama kali ya jadi malah lebih ke gosong bukan smookey, dan terlalu kering jadi juice-nya kurang berasa. Highlightnya sendiri sih kuahnya, aku akui ini enak banget. Ramennya sendiri pas disajikan di depan kita, wangi banget. Untuk harga segini, ini bener-bener worth it. Tapi karena lagi nge-hype nih, kalau kesini jam makan siang pasti penuh. Bisa jadi salah satu pilihan tempat ramen yg harus dikunjungi sih ini soalnya enak!!!
Apakah aku akan datang lagi utk makan ini? Of course!!! 馃グ
Ohiya kalau kesini, bayarnya harus cashless yaa!"
https://pergikuliner.com/restaurants/bandung/sai-ramen-trunojoyo,Sai Ramen,"Jl. Trunojoyo No. 58, Trunojoyo, Bandung",Putri Miranti Allamanda,3.6,"Penasaran banget karena akhirnya Sai Ramen buka di Bandung!! 馃嵅 Yeay
Kali ini saya pesan black garlic ramen, rasanya agak pahit kemungkinan dari black garlicnya, lama lama membuat hangat tenggorokan, bagi yang tidak suka garlic jangan dicoba ya 馃槅馃槅
Yang the best adalah tingkat kematangan telurnya, dan sudah ada rasa asinnya
Kabarnya ini adalah cita rasa jepang yang sesungguhya
Disini disediakan free ocha dan bumbu extra jika dibutuhkan, very mindful 馃枻馃枻
Namun kedai ini tidak menjual extra topping, untuk tim ramen dengan topping banyak sepertinya harus sedikit bersabar"
https://pergikuliner.com/restaurants/bandung/sai-ramen-trunojoyo,Sai Ramen,"Jl. Trunojoyo No. 58, Trunojoyo, Bandung",Eat Drink Enjoy,3.8,"Masih gress banget nih tempat baru buka Rabu minggu lalu, mereka masih baru soft opening cuma antusiasme customernya lumayan tinggi. Jam 10 pagi dateng dan waiting list, ga lama sih karena eating time nya terhitung cepat di sana.
- Chicken Katsu Curry Ramen (47k) : Ini aku pesen, karena di banner merupakan chef recommendation, jujur aku kecewa. Kuah curry nya berminyak dan ramennya entah kenapa jadi mirip mie instan, terus ga suka juga chicken katsunya basah / mushy kena kuah, karena di-serve di atas ramen, meskipun rasa daging ayam-nya itu sendiri lembut.
- Original Basic Ramen (37.5k) : Kalau pesen yang basic, dagingnya cuma dikasih 1 slice, jadinya ga puas sih dan ga ada pilihan tambah topping juga di menunya. Daging Charsiu nya lembut banget dan kerasa char nya, kuahnya gurih dan enak sih.
Untuk ocha free bisa ambil sepuasnya, tapi berasa kurang ""ocha"", cenderung hambar rasanya.
Yang keren di sini servingnya contactless dan bersih sih kalau aku perhatiin, tiap ada customer pindah meja langsung dibersihkan dan di lap meja nya."
